temp_c,intensity_cps
303.0923613,2108.224613
304.2066714,2090.486
305.2005156,2074.082551
306.2445539,2089.723049
307.4190971,2037.842374
308.4129413,2022.964828
309.3967466,1997.97818
310.4106685,1968.223087
311.3944738,1949.912261
312.3782792,1969.176776
313.4022399,1901.846342
314.3760064,1912.909133
315.5003554,1907.377737
316.5142772,1898.985275
317.5181602,1896.505684
318.6625869,1884.87068
319.6965864,1862.172885
320.6803918,1869.230182
321.7846631,1878.576333
322.7785073,1881.055924
323.7924291,1815.251392
324.9870499,1811.627375
325.9909329,1780.34638
326.9948159,1765.087358
328.0890484,1737.239643
329.0728538,1752.88014
330.066698,1762.226291
331.2813964,1742.961776
332.2652018,1717.021439
333.2891625,1725.223163
334.5640939,1728.847181
335.5478993,1775.577935
336.5317046,1799.229419
337.7965972,1787.022202
338.7904414,1761.46334
339.7943244,1731.326772
340.8484016,1725.604639
341.8221681,1761.272602
342.8059735,1726.176852
344.1310991,1672.3888
345.1048656,1641.870756
346.088671,1640.917067
347.2531753,1676.966506
348.2670971,1709.391928
349.2509025,1709.010452
